"study_id","participant_id","trial","rating","scenario","trial_type","negation_position","adverb_type","ideophone_form","continuation_type","condition","word_order","included","exclusion_reason"
"exp1","exp1_002","3 C_F_Neg_DirObj_24",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_002","1 C_F_Aff_DirObj_29",4,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_002","1 C_Neg_Time_Time",4,"1","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_002","2 C_Aff_Red_Red",4,"2","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_002","2 C_F_Neg_InDirObj_35",4,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_002","3 C_CT_Neg_Good_34",4,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_002","4 C_F_Aff_DirObj_28",4,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_002","4 C_Neg_Manner_Manne",4,"4","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_002","4 C_CT_Aff_Good_31",4,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_002","5 C_Neg_Red_Red",4,"5","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_002","1 C_Neg_Time_Loc",3,"1","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_002","1 C_F_Aff_InDirObj_30",2,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_002","2 C_Aff_Red_Loc",2,"2","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_002","2 C_F_Neg_DirObj_36",2,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_002","3 C_Aff_Time_Loc",2,"3","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_002","3 C_Aff_Time_Time",2,"3","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_002","3 C_F_Neg_InDirObj_23",2,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_002","4 C_F_Aff_InDirObj_27",2,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_002","6 C_Aff_Manner_Loc",2,"6","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_002","6 C_Aff_Manner_Manne",2,"6","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_002","2 C_CT_Neg_Bad_26",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_002","2 C_CT_Neg_Bad_25",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_002","3 C_CT_Neg_Bad_33",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_002","4 C_CT_Aff_Bad_32",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_002","4 C_Neg_Manner_Loc",1,"4","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_002","5 C_Neg_Red_Loc",1,"5","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","1 C_CT_Neg_Good",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_003","1 C_CT_Neg_Good_3",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_003","1 C_F_Neg_DirObj",5,"1","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_003","2 C_F_Aff_DirObj",5,"2","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_003","2 C_F_Aff_InDirObj",5,"2","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_003","3 C_CT_Neg_Good",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_003","3 C_F_Neg_DirObj",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_003","4 C_CT_Aff_Good",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_003","4 C_F_Aff_DirObj",5,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_003","4 C_Neg_Time_Time",5,"4","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_003","5 C_Aff_Red_Red",5,"5","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_003","3 C_Aff_Manner_Loc",4,"3","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","3 C_F_Neg_InDirObj",4,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_003","5 C_Aff_Red_Loc",4,"5","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","6 C_Aff_Time_Time",4,"6","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_003","1 C_Neg_Manner_Manne",3,"1","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_003","3C_Aff_Manner_Manner",3,"3","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_003","4 C_F_Aff_InDirObj",3,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_003","4 C_Neg_Time_Loc",3,"4","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","6 C_Aff_Time_Loc",3,"6","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","1 C_F_Neg_InDirObj",2,"1","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_003","1 C_Neg_Manner_Loc",1,"1","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","2 CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_003","2 CT_Aff_Bad_4",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_003","2 C_Neg_Red_Loc",1,"2","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_003","2 C_Neg_Red_Red",1,"2","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_003","3 C_CT_Neg_Bad",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_003","4 C_CT_Aff_Bad",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_004","1 C_Aff_Time_Time",5,"1","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_004","1 C_CT_Aff_Good_5",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_004","1 C_CT_Aff_Good_6",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_004","1 C_F_Aff_DirObj_11",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_004","2 C_F_Neg_DirObj_8",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_004","2 C_Neg_Manner_Manne",5,"2","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_004","3 C_Neg_Red_Loc",5,"3","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","3 C_Neg_Red_Red",5,"3","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_004","3 C_F_Aff_DirObj",5,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_004","4 C_CT_Neg_Good_9",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_004","4 C_F_Neg_DirObj",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_004","5 C_Neg_Time_Time",5,"5","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_004","1 C_Aff_Time_Loc",4,"1","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","2 C_F_Neg_InDirObj_7",4,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_004","3 C_F_Aff_InDirObj",4,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_004","3 C_CT_Aff_Good",4,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_004","4 C_Aff_Manner_Loc",4,"4","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","4 C_Aff_Manner_Manne",4,"4","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_004","4 C_F_Neg_InDirObj",4,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_004","6 C_Aff_Red_Loc",4,"6","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","6 C_Aff_Red_Red",4,"6","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_004","1 C_F_Aff_InDirObj",3,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_004","2 C_Neg_Manner_Loc",3,"2","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","5 C_Neg_Time_Loc",3,"5","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_004","2 C_CT_Neg_Bad_12",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_004","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_004","3 C_CT_Aff_Bad_10",1,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_004","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_005","1 C_Aff_Red_Loc",5,"1","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","1 C_Aff_Red_Red",5,"1","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_005","1 C_CT_Neg_Good_19",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_005","1 C_CT_Neg_Good_20",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_005","1 C_F_Neg_InDirObj_18",5,"1","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_005","1 C_F_Neg_DirObj",5,"1","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_005","2 C_Aff_Time_Time",5,"2","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_005","2 C_F_Aff_DirObj_21",5,"2","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_005","2 C_F_Aff_InDirObj",5,"2","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_005","3 C_CT_Neg_Good_15",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_005","3 C_F_Neg_DirObj_17",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_005","3 C_F_Neg_InDirObj_16",5,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_005","3 C_Neg_Manner_Loc",5,"3","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","3 C_Neg_Manner_Manne",5,"3","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_005","4 C_F_Aff_InDirObj_13",5,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_005","4 C_Neg_Red_Loc",5,"4","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","4 C_Neg_Red_Red",5,"4","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_005","4 C_CT_Aff_Good",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_005","4 C_F_Aff_DirObj",5,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_005","5 C_Aff_Manner_Loc",5,"5","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","5 C_Aff_Manner_Manne",5,"5","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_005","6 C_Neg_Time_Time",5,"6","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_005","2 C_Aff_Time_Loc",4,"2","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","6 C_Neg_Time_Loc",2,"6","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_005","2 C_CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_005","2 C_CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_005","3 C_CT_Neg_Bad_14",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_005","4 C_CT_Aff_Bad",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_006","1 C_CT_Aff_Good_22",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_006","1 C_Neg_Time_Time",5,"1","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_006","1 C_CT_Aff_Good",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_006","2 C_Aff_Red_Loc",5,"2","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","2 C_F_Neg_InDirObj_35",5,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_006","3 C_CT_Neg_Good_34",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_006","3 C_F_Neg_DirObj_24",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_006","3 C_F_Neg_InDirObj_23",5,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_006","4 C_F_Aff_DirObj_28",5,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_006","4 C_Neg_Manner_Manne",5,"4","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_006","4 C_CT_Aff_Good_31",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_006","5 C_Neg_Red_Red",5,"5","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_006","1 C_F_Aff_InDirObj_30",4,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_006","2 C_Aff_Red_Red",4,"2","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_006","3 C_Aff_Time_Loc",4,"3","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","4 C_F_Aff_InDirObj_27",4,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_006","6 C_Aff_Manner_Loc",4,"6","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","6 C_Aff_Manner_Manne",4,"6","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_006","1 C_F_Aff_DirObj_29",3,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_006","1 C_Neg_Time_Loc",3,"1","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","2 C_F_Neg_DirObj_36",2,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_006","3 C_Aff_Time_Time",2,"3","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_006","4 C_Neg_Manner_Loc",2,"4","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","5 C_Neg_Red_Loc",2,"5","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_006","2 C_CT_Neg_Bad_26",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_006","2 C_CT_Neg_Bad_25",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_006","3 C_CT_Neg_Bad_33",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_006","4 C_CT_Aff_Bad_32",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_007","1 C_Aff_Red_Red",5,"1","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_007","1 C_CT_Neg_Good_19",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_007","1 C_CT_Neg_Good_20",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_007","1 C_F_Neg_DirObj",5,"1","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_007","2 C_Aff_Time_Loc",5,"2","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","2 C_Aff_Time_Time",5,"2","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_007","2 C_F_Aff_DirObj_21",5,"2","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_007","2 C_F_Aff_InDirObj",5,"2","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_007","3 C_CT_Neg_Good_15",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_007","3 C_F_Neg_DirObj_17",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_007","3 C_F_Neg_InDirObj_16",5,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_007","3 C_Neg_Manner_Manne",5,"3","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_007","4 C_F_Aff_InDirObj_13",5,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_007","4 C_Neg_Red_Red",5,"4","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_007","4 C_CT_Aff_Good",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_007","4 C_F_Aff_DirObj",5,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_007","5 C_Aff_Manner_Manne",5,"5","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_007","6 C_Neg_Time_Time",5,"6","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_007","1 C_Aff_Red_Loc",4,"1","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","1 C_F_Neg_InDirObj_18",4,"1","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_007","3 C_Neg_Manner_Loc",4,"3","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","6 C_Neg_Time_Loc",4,"6","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","4 C_Neg_Red_Loc",3,"4","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","5 C_Aff_Manner_Loc",3,"5","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_007","2 C_CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_007","2 C_CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_007","3 C_CT_Neg_Bad_14",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_007","4 C_CT_Aff_Bad",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_008","1 C_Aff_Time_Loc",5,"1","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","1 C_Aff_Time_Time",5,"1","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_008","1 C_CT_Aff_Good_5",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_008","1 C_CT_Aff_Good_6",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_008","1 C_F_Aff_DirObj_11",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_008","1 C_F_Aff_InDirObj",5,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_008","2 C_F_Neg_DirObj_8",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_008","2 C_F_Neg_InDirObj_7",5,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_008","2 C_Neg_Manner_Loc",5,"2","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","2 C_Neg_Manner_Manne",5,"2","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_008","3 C_F_Aff_InDirObj",5,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_008","3 C_Neg_Red_Loc",5,"3","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","3 C_CT_Aff_Good",5,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_008","3 C_F_Aff_DirObj",5,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_008","4 C_Aff_Manner_Loc",5,"4","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","4 C_Aff_Manner_Manne",5,"4","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_008","4 C_CT_Neg_Good_9",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_008","4 C_F_Neg_DirObj",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_008","4 C_F_Neg_InDirObj",5,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_008","5 C_Neg_Time_Time",5,"5","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_008","6 C_Aff_Red_Loc",5,"6","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","3 C_Neg_Red_Red",4,"3","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_008","5 C_Neg_Time_Loc",2,"5","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_008","6 C_Aff_Red_Red",2,"6","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
